Date,high,low,open,volumefrom,volumeto,close
2017-02-05,1033.66,1004.05,1031.85,31058.49,31669956.98,1016.11
2017-02-06,1030.6,1010.83,1016.11,32019.82,32828350.27,1024.67
2017-02-07,1054.1,1019.87,1024.67,39553.25,41318349.43,1049.56
2017-02-08,1069.23,1020.33,1049.56,65145.12,68336320.22,1055.49
2017-02-09,1073.03,924.65,1055.49,146746.26,145839317.48,978.96
2017-02-10,1005.6,947.02,978.96,62132.99,60639111.4,997.61
2017-02-11,1014.32,983.93,997.61,28319.39,28504495.1,1008.32
2017-02-12,1007.82,992.45,1008.32,14750.39,14825023.07,996.52
2017-02-13,1007.61,975.1,996.52,32908.63,32785064.4,995.36
2017-02-14,1013.8,986.46,995.36,39537.9,39810076.3,1008.34
2017-02-15,1010.93,999.73,1008.34,23359.15,23569549.45,1008.19
2017-02-16,1040.28,1007.39,1008.19,38080.21,39114743.32,1031.93
2017-02-17,1057.39,1025.87,1031.93,45711.79,47815360.54,1049.41
2017-02-18,1063.21,1044.68,1049.41,25362.02,26856521.18,1052.28
2017-02-19,1056.48,1037.67,1052.28,17953.15,18876881.86,1048.89
2017-02-20,1081.78,1040.99,1048.89,31010.85,32959720.15,1077.56
2017-02-21,1123.03,1073.54,1077.56,57048.87,62908569.43,1119.03
2017-02-22,1132.25,1094.83,1119.03,47913.31,53647453.34,1120.46
2017-02-23,1181.6,1113.54,1120.46,65737.1,75663167.44,1171.91
2017-02-24,1211.74,1092.41,1171.91,108170.88,126978010.75,1176.49
2017-02-25,1180.01,1116.21,1176.49,45860.52,53003830.46,1149.05
2017-02-26,1177.47,1130.61,1149.05,30764.77,35750258.05,1171.58
2017-02-27,1195.82,1164.27,1171.58,35468.84,42035366.64,1188.83
2017-02-28,1208.22,1175.75,1188.83,50579.83,60371869.57,1189.27
2017-03-01,1225.04,1154.55,1189.27,51153.83,61964760.57,1222.66
2017-03-02,1286.98,1211.96,1222.66,78492.01,98040639.32,1255.47
2017-03-03,1291.35,1250.8,1255.47,67275.49,85876262.86,1283.3
2017-03-04,1285.78,1228.73,1283.3,38418.2,48597934.9,1264.32
2017-03-05,1273.28,1242.1,1264.32,25430.23,32104972.38,1271.22
2017-03-06,1280.61,1261.0,1271.22,31026.9,39591110.81,1277.01
2017-03-07,1280.89,1148.66,1277.01,87722.01,108673876.49,1232.69
2017-03-08,1242.04,1136.88,1232.69,97875.25,116342973.91,1146.97
2017-03-09,1206.97,1129.35,1146.97,59860.55,70427061.57,1191.33
2017-03-10,1330.42,988.69,1191.33,190472.52,223836041.81,1112.39
2017-03-11,1202.69,1104.78,1112.39,70747.22,82387198.06,1179.22
2017-03-12,1235.46,1160.9,1179.22,44412.09,53441762.07,1225.11
2017-03-13,1245.63,1205.61,1225.11,60460.94,74376298.14,1238.19
2017-03-14,1255.52,1218.38,1238.19,45142.05,56058617.23,1243.14
2017-03-15,1256.95,1236.43,1243.14,43592.4,54486699.63,1253.43
2017-03-16,1260.24,1118.96,1253.43,132773.3,159409024.53,1172.88
2017-03-17,1174.9,1063.48,1172.88,163739.0,183879768.71,1071.71
2017-03-18,1103.61,940.18,1071.71,210424.36,212772055.65,971.38
2017-03-19,1063.67,967.31,971.38,106444.72,108128237.76,1022.6
2017-03-20,1057.5,1005.05,1022.6,61431.4,63833143.48,1047.51
2017-03-21,1125.53,1043.87,1047.51,92591.27,101051998.73,1121.29
2017-03-22,1121.88,997.78,1121.29,115286.08,120730492.05,1044.72
2017-03-23,1062.79,1022.02,1044.72,56517.89,58898141.13,1035.03
2017-03-24,1038.38,927.35,1035.03,132599.72,130042865.54,939.7
2017-03-25,995.96,890.43,939.7,127044.59,118395054.45,966.3
2017-03-26,1004.32,946.65,966.3,85332.41,83255983.42,969.44
2017-03-27,1048.85,961.8,969.44,91256.43,92332221.14,1045.14
2017-03-28,1068.41,1015.45,1045.14,80000.9,83567551.46,1044.42
2017-03-29,1058.66,1008.34,1044.42,68852.51,71261535.48,1041.9
2017-03-30,1052.66,1020.93,1041.9,74984.88,77633883.53,1037.91
2017-03-31,1088.2,1035.18,1037.91,90987.94,96543920.02,1079.11
2017-04-01,1103.74,1067.47,1079.11,50658.36,55020078.21,1086.12
2017-04-02,1109.48,1074.21,1086.12,70980.71,77853933.84,1097.4
2017-04-03,1157.87,1095.55,1097.4,98499.3,111870807.42,1147.56
2017-04-04,1161.19,1122.15,1147.56,70998.95,81164094.44,1141.77
2017-04-05,1143.84,1110.06,1141.77,69469.37,78335573.66,1129.87
2017-04-06,1201.55,1130.51,1129.87,92357.58,108182158.18,1188.7
2017-04-07,1201.23,1173.18,1188.7,59746.57,71184485.98,1190.49
2017-04-08,1198.22,1166.65,1190.49,33180.63,39393003.33,1180.78
2017-04-09,1215.1,1173.99,1180.78,45351.08,54498333.26,1204.34
2017-04-10,1214.87,1194.81,1204.34,40013.05,48473680.7,1206.71
2017-04-11,1229.57,1195.76,1206.71,37394.78,45563707.07,1220.74
2017-04-12,1225.46,1207.36,1220.74,44783.23,54699396.14,1212.53
2017-04-13,1218.66,1150.29,1212.53,66051.93,78456422.62,1176.2
2017-04-14,1195.4,1162.16,1176.2,47217.49,56129576.67,1177.33
2017-04-15,1194.85,841.53,1177.33,28384.58,33877537.21,1176.99
2017-04-16,1187.97,1166.74,1176.99,18930.29,22538918.55,1176.8
2017-04-17,1202.97,1172.81,1176.8,46483.54,56095607.39,1194.01
2017-04-18,1213.88,1191.14,1194.01,52747.52,64900219.25,1206.09
2017-04-19,1218.21,1194.08,1206.09,43347.15,53034357.1,1215.2
2017-04-20,1246.64,1210.67,1215.2,55194.86,69223360.98,1238.09
2017-04-21,1256.97,1235.56,1238.09,41344.02,52498296.85,1249.64
2017-04-22,1256.97,1215.78,1249.64,43814.59,55776932.72,1240.89
2017-04-23,1256.23,1223.06,1240.89,42608.01,54224355.75,1249.14
2017-04-24,1256.36,1234.86,1249.14,38542.24,49281629.32,1248.18
2017-04-25,1272.62,1244.21,1248.18,43885.78,56659016.28,1264.31
2017-04-26,1309.2,1263.0,1264.31,58908.66,77649710.39,1286.63
2017-04-27,1346.79,1285.3,1286.63,61771.48,83319636.4,1332.91
2017-04-28,1356.15,1287.62,1332.91,77569.41,104536476.71,1329.62
2017-04-29,1343.69,1314.15,1329.62,40969.34,55982468.15,1336.28
2017-04-30,1358.94,1309.66,1336.28,40643.04,55470285.83,1351.91
2017-05-01,1448.68,1342.78,1351.91,100438.27,144414038.52,1415.81
2017-05-02,1471.14,1394.83,1415.81,70004.82,103342244.97,1445.93
2017-05-03,1496.39,1424.05,1445.93,81717.36,122551707.4,1485.55
2017-05-04,1609.84,1437.11,1485.55,136711.3,213084949.56,1516.76
2017-05-05,1588.11,1485.01,1516.76,120379.24,188015771.96,1507.77
2017-05-06,1560.42,1503.93,1507.77,59602.01,92747185.54,1545.29
2017-05-07,1572.89,1495.18,1545.29,71355.58,111708072.42,1554.45
2017-05-08,1667.67,1552.86,1554.45,107226.89,174687869.23,1664.47
2017-05-09,1757.39,1619.97,1664.47,127228.68,219169486.19,1697.5
2017-05-10,1766.18,1664.99,1697.5,89679.81,156203600.07,1752.31
2017-05-11,1864.76,1741.54,1752.31,109009.0,198829123.41,1819.29
2017-05-12,1822.51,1641.18,1819.29,109341.25,192159873.95,1686.39
2017-05-13,1770.5,1594.59,1686.39,75467.87,128390095.83,1763.74
2017-05-14,1802.75,1736.13,1763.74,40635.4,72874378.57,1772.55
2017-05-15,1776.65,1656.81,1772.55,80241.72,138499150.92,1708.92
2017-05-16,1752.55,1653.72,1708.92,75541.37,130379207.17,1729.34
2017-05-17,1842.83,1703.97,1729.34,94618.69,170954154.68,1801.3
2017-05-18,1980.49,1791.12,1801.3,73095.54,135901905.39,1880.99
2017-05-19,1969.7,1875.28,1880.99,98759.13,191523926.23,1962.0
2017-05-20,2048.45,1944.4,1962.0,89862.03,179346919.05,2040.18
2017-05-21,2094.94,1980.07,2040.18,78775.32,161036810.13,2044.19
2017-05-22,2264.76,1998.61,2044.19,174376.65,373482496.01,2124.41
2017-05-23,2286.3,2110.78,2124.41,114179.23,251969081.94,2272.58
2017-05-24,2496.98,2263.29,2272.58,149254.84,353734030.88,2445.28
2017-05-25,2781.76,2210.48,2445.28,248438.97,622139030.97,2307.22
2017-05-26,2616.52,2051.45,2306.96,191494.03,441342711.51,2244.89
2017-05-27,2322.37,1868.56,2244.89,222952.91,446034004.02,2052.43
2017-05-28,2300.52,2051.07,2052.43,125004.39,266766116.87,2189.02
2017-05-29,2337.35,2117.34,2189.02,92235.69,204101576.11,2278.21
2017-05-30,2329.26,2147.1,2278.21,120964.11,270069146.9,2192.55
2017-05-31,2330.62,2168.37,2192.55,117749.1,261223035.96,2303.34
2017-06-01,2460.84,2303.34,2303.34,122696.44,290070431.91,2412.65
2017-06-02,2493.97,2385.59,2412.65,83028.45,199765372.83,2492.6
2017-06-03,2582.77,2449.95,2492.6,70956.49,177168595.51,2545.43
2017-06-04,2559.79,2478.18,2545.43,59478.96,149060810.38,2524.06
2017-06-05,2705.38,2523.92,2524.06,86686.38,225611887.49,2704.96
2017-06-06,2931.24,2699.68,2704.96,192228.25,538772473.78,2870.5
2017-06-07,2880.95,2626.56,2870.5,122676.04,340329903.73,2691.51
2017-06-08,2808.41,2623.61,2691.51,95420.44,260898606.12,2798.78
2017-06-09,2852.07,2786.07,2798.78,67044.96,189237110.88,2811.43
2017-06-10,2914.19,2807.36,2811.43,86516.58,246869682.08,2900.25
2017-06-11,2977.86,2867.25,2900.25,83026.07,241516660.76,2973.45
2017-06-12,2985.06,2483.63,2973.45,217963.32,585158909.87,2656.77
2017-06-13,2784.77,2647.44,2656.77,116738.08,314476276.72,2712.99
2017-06-14,2803.72,2348.99,2712.99,174189.24,448294279.42,2467.27
2017-06-15,2521.6,2125.56,2467.27,262787.33,606264366.01,2442.46
2017-06-16,2536.42,2335.28,2442.46,117206.43,286630757.58,2508.58
2017-06-17,2690.71,2454.81,2508.58,95948.29,246698591.9,2655.1
2017-06-18,2676.04,2488.59,2655.1,92004.22,235239296.33,2539.56
2017-06-19,2617.75,2518.78,2539.56,81829.22,210372750.85,2616.82
2017-06-20,2800.48,2613.98,2616.82,111303.55,300034010.58,2754.38
2017-06-21,2804.41,2624.35,2754.38,116033.61,313234721.45,2677.62
2017-06-22,2757.32,2623.17,2677.62,78297.6,210318780.96,2722.84
2017-06-23,2759.66,2699.48,2722.84,56938.1,155303414.19,2710.37
2017-06-24,2741.56,2540.35,2710.37,86964.18,228007287.01,2590.05
2017-06-25,2660.66,2472.37,2590.05,86972.43,220679135.83,2541.62
2017-06-26,2584.75,2327.26,2541.62,165825.86,401912134.89,2446.05
2017-06-27,2585.06,2309.63,2446.05,159263.78,381517099.87,2583.75
2017-06-28,2616.95,2490.11,2583.75,110423.89,279792448.24,2577.74
2017-06-29,2605.86,2526.51,2577.74,75323.92,191733499.8,2558.37
2017-06-30,2576.28,2469.54,2558.37,73001.6,183878856.3,2480.61
2017-07-01,2529.62,2387.47,2480.61,66319.98,160661673.8,2424.61
2017-07-02,2555.34,2375.86,2424.61,67757.31,165839565.2,2536.46
2017-07-03,2617.48,2506.3,2536.46,83418.16,212244951.2,2572.47
2017-07-04,2658.73,2569.99,2572.47,80675.07,210433639.12,2617.32
2017-07-05,2642.74,2562.04,2617.32,89719.19,232257106.93,2627.86
2017-07-06,2634.84,2581.8,2627.86,60155.45,156558009.83,2614.24
2017-07-07,2617.48,2484.73,2614.24,90447.94,229168229.22,2513.88
2017-07-08,2568.73,2480.62,2513.88,54508.76,136973389.49,2564.86
2017-07-09,2576.73,2509.65,2564.86,39161.96,99506518.51,2511.43
2017-07-10,2530.34,2271.79,2511.43,123797.54,297270301.0,2344.02
2017-07-11,2412.75,2265.48,2344.02,146630.2,341998621.09,2324.29
2017-07-12,2424.82,2262.08,2324.29,109522.9,257095280.13,2403.09
2017-07-13,2436.66,2334.96,2403.09,88166.37,208630220.69,2362.44
2017-07-14,2370.53,2165.36,2362.44,114411.35,257704533.44,2234.17
2017-07-15,2237.13,1974.03,2234.17,155317.39,320719096.8,1975.08
2017-07-16,2044.41,1808.99,1975.08,189643.47,364287861.72,1914.09
2017-07-17,2233.83,1913.79,1914.09,176887.53,368366495.35,2233.39
2017-07-18,2400.74,2164.59,2233.39,202621.16,465220151.81,2320.23
2017-07-19,2412.38,2243.13,2320.23,154319.01,357639189.58,2282.58
2017-07-20,2932.81,2282.11,2282.58,310335.43,807416890.88,2866.02
2017-07-21,2873.96,2622.54,2866.02,193756.93,529154789.97,2675.08
2017-07-22,2876.71,2658.59,2675.08,121917.95,341992860.2,2836.53
2017-07-23,2856.67,2675.65,2836.53,108229.76,299869260.34,2756.61
2017-07-24,2798.89,2715.69,2756.61,83009.25,229047365.02,2763.42
2017-07-25,2779.08,2472.62,2763.42,205883.15,534765380.75,2582.58
2017-07-26,2631.73,2441.54,2582.58,135502.93,340465234.92,2559.21
2017-07-27,2712.92,2547.74,2559.21,103832.54,269880857.99,2691.88
2017-07-28,2843.78,2683.59,2691.88,138904.86,383479795.74,2806.75
2017-07-29,2812.13,2699.42,2806.75,84491.69,230818894.97,2733.5
2017-07-30,2773.06,2621.68,2733.5,82717.65,222933516.31,2766.49
2017-07-31,2916.3,2723.05,2766.49,91115.22,254836601.62,2883.27
2017-08-01,2946.02,2659.62,2883.27,123174.1,341216428.6,2746.99
2017-08-02,2773.8,2668.87,2746.99,81817.6,222534344.58,2720.53
2017-08-03,2822.88,2717.62,2720.53,68102.9,188517085.91,2809.99
2017-08-04,2892.67,2779.51,2809.99,68760.4,195800289.46,2878.49
2017-08-05,3344.01,2875.91,2878.49,159402.96,503737620.4,3262.8
2017-08-06,3295.07,3166.52,3262.8,60660.39,196484496.53,3232.03
2017-08-07,3425.13,3198.51,3232.03,88111.88,294021645.24,3401.91
2017-08-08,3494.87,3357.15,3401.91,106940.67,366169429.25,3429.38
2017-08-09,3437.15,3251.03,3429.38,97062.76,324058681.71,3348.79
2017-08-10,3453.84,3322.92,3348.79,71000.32,242024460.29,3425.67
2017-08-11,3706.48,3409.79,3425.67,97564.43,345135492.36,3654.37
2017-08-12,3967.26,3611.36,3654.37,123593.57,469532325.43,3871.62
2017-08-13,4189.42,3847.31,3871.62,158586.97,638917500.34,4062.6
2017-08-14,4336.71,3978.95,4062.6,128460.0,540927757.84,4327.94
2017-08-15,4436.48,3837.13,4327.94,211581.81,872840682.33,4161.66
2017-08-16,4398.06,3938.62,4161.66,112901.04,472960334.46,4387.4
2017-08-17,4487.5,4194.1,4387.4,127475.88,554232802.49,4278.92
2017-08-18,4362.73,3978.28,4278.92,144398.64,603898315.45,4105.37
2017-08-19,4189.68,3957.46,4105.37,113724.38,462723151.89,4150.45
2017-08-20,4182.29,4034.4,4150.45,70163.05,288193446.22,4066.6
2017-08-21,4097.25,3966.93,4066.6,90644.62,365174045.82,4005.1
2017-08-22,4142.68,3612.21,4005.1,169138.73,659657838.92,4089.7
2017-08-23,4255.62,4070.49,4089.7,96649.15,402340258.48,4141.09
2017-08-24,4364.11,4111.71,4141.09,72358.36,305373477.79,4318.35
2017-08-25,4461.71,4292.63,4318.35,82901.88,362283252.98,4364.41
2017-08-26,4379.28,4263.28,4364.41,46159.77,199403922.82,4352.3
2017-08-27,4408.18,4321.12,4352.3,42516.01,185180843.1,4345.75
2017-08-28,4403.13,4195.23,4345.75,75486.08,325285703.33,4390.31
2017-08-29,4647.83,4350.22,4390.31,100801.36,455467850.19,4597.31
2017-08-30,4644.06,4491.79,4597.31,68471.63,313466398.12,4583.02
2017-08-31,4765.07,4580.13,4583.02,72293.57,338981145.1,4735.11
2017-09-01,4925.23,4690.17,4735.11,102012.79,491140364.58,4921.85
2017-09-02,4976.52,4448.64,4921.85,160770.39,747713818.1,4573.8
2017-09-03,4719.78,4397.74,4573.8,102823.39,470135795.37,4612.92
2017-09-04,4621.01,4098.58,4612.92,170399.25,737216060.51,4267.45
2017-09-05,4496.67,4004.62,4267.45,158410.81,673846827.74,4409.08
2017-09-06,4660.04,4401.53,4409.08,110931.13,504717245.65,4618.71
2017-09-07,4690.55,4493.2,4618.71,70531.23,324939872.82,4635.6
2017-09-08,4699.59,4130.88,4635.6,180364.02,786819863.5,4326.45
2017-09-09,4402.15,4185.33,4326.45,77087.34,332195251.06,4335.13
2017-09-10,4338.08,4032.15,4335.13,108075.24,451244396.53,4245.89
2017-09-11,4364.42,4134.62,4245.89,88757.81,375254125.16,4217.9
2017-09-12,4387.76,4074.97,4217.9,107041.94,453402207.42,4158.92
2017-09-13,4174.58,3752.01,4158.92,186540.37,728385231.78,3870.29
2017-09-14,3930.69,3218.98,3870.29,317592.57,1118258889.56,3243.08
2017-09-15,3824.43,2979.88,3243.08,448551.92,1519153953.02,3713.76
2017-09-16,3893.67,3551.83,3713.76,169361.61,627559216.22,3698.92
2017-09-17,3796.56,3485.83,3698.92,96068.08,351250484.2,3689.61
2017-09-18,4122.75,3689.0,3689.61,147927.08,586938661.3,4100.28
2017-09-19,4120.71,3852.22,4100.28,123214.81,488897829.62,3907.96
2017-09-20,4053.04,3846.76,3907.96,86645.15,342438072.5,3882.16
2017-09-21,3912.79,3576.54,3882.16,145124.78,543570164.08,3617.27
2017-09-22,3753.51,3505.81,3617.27,114717.36,414612501.81,3600.83
2017-09-23,3813.39,3563.18,3600.83,67820.32,253370774.72,3788.02
2017-09-24,3790.89,3633.88,3788.02,49661.76,183852135.74,3667.52
2017-09-25,3971.5,3665.67,3667.52,100194.7,386674961.65,3932.83
2017-09-26,3982.31,3858.75,3932.83,63252.3,248481868.86,3892.7
2017-09-27,4232.35,3882.08,3892.7,117596.07,480358673.93,4212.2
2017-09-28,4274.64,4112.88,4212.2,92228.17,386909537.01,4195.65
2017-09-29,4237.51,4030.37,4195.65,97803.91,404599756.28,4172.79
2017-09-30,4383.27,4164.25,4172.79,67493.68,290796939.99,4360.62
2017-10-01,4412.62,4258.32,4360.62,60583.85,262485153.92,4403.09
2017-10-02,4477.38,4364.67,4403.09,71201.48,314621927.61,4401.32
2017-10-03,4435.99,4230.73,4401.32,81867.3,353046057.47,4314.18
2017-10-04,4355.29,4183.57,4314.18,64081.96,272424730.47,4218.66
2017-10-05,4365.76,4143.35,4218.66,63613.2,271914958.4,4321.44
2017-10-06,4422.15,4296.93,4321.44,61692.93,269878225.69,4371.94
2017-10-07,4472.92,4319.48,4371.94,40202.08,176332039.12,4435.81
2017-10-08,4622.87,4419.36,4435.81,71366.95,323063950.84,4611.7
2017-10-09,4875.38,4556.15,4611.7,110191.77,518586828.49,4777.49
2017-10-10,4930.0,4722.81,4777.49,98485.0,475717720.64,4763.36
2017-10-11,4874.89,4718.6,4763.36,70482.75,338533507.33,4824.2
2017-10-12,5432.63,4814.98,4824.2,163916.09,848641969.34,5432.62
2017-10-13,5852.78,5391.97,5432.62,215018.92,1211469140.96,5637.26
2017-10-14,5839.62,5568.86,5637.26,76224.35,434406119.95,5824.71
2017-10-15,5862.69,5448.22,5824.71,101636.95,571166215.25,5688.14
2017-10-16,5795.33,5576.1,5677.35,61358.95,349154669.33,5759.33
2017-10-17,5773.32,5521.09,5759.25,65637.43,368658284.35,5598.58
2017-10-18,5601.3,5114.87,5598.58,122020.31,654722509.03,5575.83
2017-10-19,5737.41,5517.62,5576.71,83056.09,469774559.06,5698.65
2017-10-20,6075.32,5611.39,5698.62,123860.51,729487923.01,5993.11
2017-10-21,6187.2,5874.54,5993.11,112943.89,684989667.22,6006.65
2017-10-22,6070.56,5722.98,6006.65,105030.93,618893096.8,5982.86
2017-10-23,6048.98,5644.22,5982.86,137140.4,801148315.46,5903.61
2017-10-24,5904.63,5463.41,5903.61,143735.81,811951129.66,5513.08
2017-10-25,5747.96,5375.64,5513.08,105839.48,585738379.88,5734.0
2017-10-26,5970.4,5689.92,5734.0,93675.55,547664553.57,5887.61
2017-10-27,5997.83,5692.32,5887.62,83933.5,488283724.04,5764.56
2017-10-28,5871.04,5654.8,5764.56,53232.17,305611140.99,5726.61
2017-10-29,6295.43,5679.37,5726.61,163055.75,966990808.93,6147.52
2017-10-30,6226.18,6018.97,6147.7,78624.31,481600502.95,6124.28
2017-10-31,6467.2,6090.83,6124.28,101249.62,637838767.02,6451.24
2017-11-01,6738.74,6355.0,6449.1,133191.93,869798619.79,6737.78
2017-11-02,7339.91,6737.77,6737.78,238796.19,1663170039.86,7024.81
2017-11-03,7445.62,6938.93,7024.81,154886.75,1120978013.29,7152.12
2017-11-04,7492.24,6957.84,7146.98,106602.67,773371754.85,7363.8
2017-11-05,7599.44,7284.33,7363.8,105727.2,789287755.18,7389.55
2017-11-06,7429.7,6934.73,7389.55,159688.48,1148125488.89,6959.23
2017-11-07,7222.37,6957.8,6959.27,101044.57,716798409.14,7102.75
2017-11-08,7869.1,7026.97,7102.23,220224.38,1632547465.88,7444.36
2017-11-09,7457.12,7040.83,7444.36,126769.9,915963933.06,7129.59
2017-11-10,7318.97,6406.05,7129.59,222001.18,1513421266.51,6565.8
2017-11-11,6821.5,6197.87,6565.8,135719.07,878096915.35,6339.86
2017-11-12,6490.53,5493.64,6339.87,269832.87,1629165385.9,5878.13
2017-11-13,6760.15,5828.34,5878.09,178340.89,1135256036.03,6522.45
2017-11-14,6728.59,6419.18,6522.45,96502.09,634604991.54,6597.06
2017-11-15,7330.06,6596.94,6597.06,131120.23,922959468.47,7283.22
2017-11-16,7964.64,7119.17,7283.02,133937.8,1010130763.21,7853.68
2017-11-17,8000.19,7534.7,7853.68,117347.03,917599923.24,7699.95
2017-11-18,7857.52,7458.9,7699.95,74382.12,571121111.0,7780.91
2017-11-19,8100.87,7675.41,7781.02,68618.85,541391321.61,8042.64
2017-11-20,8294.12,7947.28,8042.64,75703.64,617354329.03,8244.69
2017-11-21,8368.36,7819.06,8245.87,115454.28,938345413.24,8099.97
2017-11-22,8304.37,8091.63,8099.92,65811.68,539697375.37,8234.55
2017-11-23,8266.55,8012.35,8234.5,68010.7,555465146.26,8013.41
2017-11-24,8332.94,7900.17,8013.38,72994.63,595710405.8,8200.8
2017-11-25,8761.98,8153.7,8203.45,84670.41,718483679.6,8754.69
2017-11-26,9474.62,8746.56,8754.62,85891.98,782499976.71,9318.42
2017-11-27,9733.61,9316.84,9318.42,106902.79,1025175619.87,9733.2
2017-11-28,9969.58,9638.2,9732.63,87754.89,865328615.73,9906.04
2017-11-29,11417.84,8938.7,9906.04,233325.32,2418792360.6,9837.86
2017-11-30,10689.06,9023.77,9848.05,187008.87,1836210107.31,9946.76
2017-12-01,10942.8,9420.93,9947.08,131918.85,1353669597.43,10861.47
2017-12-02,11175.23,10715.55,10861.47,86825.51,950474241.58,10912.73
2017-12-03,11851.09,10578.43,10912.72,122125.7,1380012064.12,11246.21
2017-12-04,11624.63,10917.81,11244.2,93173.9,1057859226.18,11623.91
2017-12-05,11901.87,11486.13,11624.37,89687.21,1048839303.8,11667.13
2017-12-06,13843.2,11661.76,11667.13,191576.66,2437037791.81,13749.57
2017-12-07,16879.26,13401.61,13750.09,297108.66,4510225316.19,16850.31
2017-12-08,17294.85,13906.1,16867.98,286762.02,4546014731.58,16047.61
2017-12-09,16313.18,13151.47,16048.18,181979.81,2699876215.33,14843.42
2017-12-10,15783.2,13031.0,14839.98,201620.09,2904037859.64,15059.6
2017-12-11,17399.18,15024.56,15060.45,159724.56,2634267594.52,16732.47
2017-12-12,17560.65,16254.53,16733.29,132846.57,2246138895.89,17083.9
2017-12-13,17267.96,15669.86,17083.9,155407.35,2576055941.69,16286.82
2017-12-14,16941.08,16023.64,16286.82,107918.03,1773813863.46,16467.91
2017-12-15,17987.03,16442.2,16467.91,153651.15,2682351213.91,17604.85
2017-12-16,19587.7,17318.54,17594.08,112173.97,2078806368.79,19345.49
2017-12-17,19870.62,18750.91,19346.6,117408.38,2264650369.71,19065.71
2017-12-18,19221.1,18114.42,19065.71,139251.39,2597510049.89,18972.32
2017-12-19,19021.97,16812.8,18971.19,174543.37,3136709262.09,17523.7
2017-12-20,17813.6,15642.69,17521.73,227676.13,3791752510.78,16461.97
2017-12-21,17301.83,14952.98,16461.09,163735.02,2619295475.76,15632.12
2017-12-22,15823.72,10875.71,15632.12,466980.6,6245731508.4,13664.97
2017-12-23,15493.23,13356.07,13664.97,170169.39,2491903154.48,14396.46
2017-12-24,14413.72,12166.45,14396.63,182417.29,2428437693.16,13789.95
2017-12-25,14467.43,13010.71,13789.95,107475.98,1487888106.52,13833.49
2017-12-26,16094.67,13748.49,13830.19,143135.26,2198577125.17,15756.56
2017-12-27,16514.59,14534.66,15757.02,138705.28,2162831128.76,15416.64
2017-12-28,15505.51,13466.07,15416.34,170366.63,2425912717.56,14398.7
2017-12-29,15109.81,13951.08,14398.45,118874.63,1733583750.2,14392.57
2017-12-30,14461.46,11962.09,14392.14,182065.44,2387311023.42,12531.52
2017-12-31,14241.82,12359.43,12532.38,111270.55,1492142483.58,13850.4
2018-01-01,13921.53,12877.67,13850.49,78425.21,1057521524.42,13444.88
2018-01-02,15306.13,12934.16,13444.88,137732.17,1956783037.35,14754.13
2018-01-03,15435.01,14579.71,14754.09,106543.39,1604206990.04,15156.62
2018-01-04,15408.66,14244.67,15156.49,110968.82,1656714736.62,15180.08
